pathway	individual label	individual uri	inferred_type
p53-Dependent_G1_DNA_Damage_Response	Inactivation of Cyclin A:Cdk2 complexes by p27/p21	<http://model.geneontology.org/-1971372988>	<http://purl.obolibrary.org/obo/GO_0098772>
p53-Dependent_G1_DNA_Damage_Response	Cyclin E/A:p-T160-CDK2:CDKN1A,CDKN1B	<http://model.geneontology.org/-1259329294>	<http://purl.obolibrary.org/obo/GO_0000307>
Activation_of_BAD_and_translocation_to_mitochondria	p-AKT	<http://model.geneontology.org/-2121148338>	<http://purl.obolibrary.org/obo/GO_1902554>
Activation_of_BAD_and_translocation_to_mitochondria	AKT phosphorylates BAD	<http://model.geneontology.org/-983021419>	<http://purl.obolibrary.org/obo/GO_0098772>
Binding_of_TCF-LEF:CTNNB1_to_target_gene_promoters	TCF/LEF:CTNNB1 bind the AXIN2 gene	<http://model.geneontology.org/-983025985>	<http://purl.obolibrary.org/obo/GO_0098772>
Binding_of_TCF-LEF:CTNNB1_to_target_gene_promoters	TCF7L1/TCF7L2/LEF1:CTNNB1 bind the MYC gene	<http://model.geneontology.org/-983026008>	<http://purl.obolibrary.org/obo/GO_0098772>
Digestion_of_dietary_carbohydrate	alpha-amylase	<http://model.geneontology.org/-77644397>	<http://purl.obolibrary.org/obo/GO_1902494>
Digestion_of_dietary_carbohydrate	alpha-amylase	<http://model.geneontology.org/1719306962>	<http://purl.obolibrary.org/obo/GO_1902494>
Calcineurin_activates_NFAT	Calcineurin:Phosphorylated NFATC1,2,3	<http://model.geneontology.org/-685775616>	<http://purl.obolibrary.org/obo/GO_0008287>
Calcineurin_activates_NFAT	Calcineurin:Phosphorylated NFATC1,2,3	<http://model.geneontology.org/1657776166>	<http://purl.obolibrary.org/obo/GO_0008287>
PIPs_transport_between_early_and_late_endosome_membranes	PIKFYVE:VAC14:FIG4	<http://model.geneontology.org/-1657514721>	<http://purl.obolibrary.org/obo/GO_1904144>
PIPs_transport_between_early_and_late_endosome_membranes	MTM(3)	<http://model.geneontology.org/-1358242185>	<http://purl.obolibrary.org/obo/GO_1904144>
Ras_activation_upon_Ca2+_influx_through_NMDA_receptor	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0005525>
Ras_activation_upon_Ca2+_influx_through_NMDA_receptor	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0044877>
Ras_activation_upon_Ca2+_influx_through_NMDA_receptor	NMDA receptor ligand complex	<http://model.geneontology.org/2042919511>	<http://purl.obolibrary.org/obo/GO_0034702>
Ras_activation_upon_Ca2+_influx_through_NMDA_receptor	RasGRF:Ca/calmodulin	<http://model.geneontology.org/1899579770>	<http://purl.obolibrary.org/obo/GO_1905742>
RUNX1_regulates_transcription_of_genes_involved_in_differentiation_of_myeloid_cells	RUNX1:CBFB:CREBBP binds the CSF2 (GM-CSF) gene promoter	<http://model.geneontology.org/-410881177>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_regulates_transcription_of_genes_involved_in_differentiation_of_myeloid_cells	RUNX1:CBFB binds the LGALS3 gene promoter	<http://model.geneontology.org/-410881175>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_regulates_transcription_of_genes_involved_in_differentiation_of_myeloid_cells	RUNX1 binds the PRKCB gene promoter	<http://model.geneontology.org/-410881173>	<http://purl.obolibrary.org/obo/GO_0098772>
VEGF_binds_to_VEGFR_leading_to_receptor_dimerization	VEGFA-165 dimer:VEGFR2 dimer	<http://model.geneontology.org/-642082352>	<http://purl.obolibrary.org/obo/GO_1902911>
Toxicity_of_botulinum_toxin_type_A_(BoNT-A)	BoNT/A:SV2:GT1b	<http://model.geneontology.org/411817164>	<http://purl.obolibrary.org/obo/GO_1902495>
Toxicity_of_botulinum_toxin_type_A_(BoNT-A)	BoNT/A:SV2:GT1b	<http://model.geneontology.org/-1514674022>	<http://purl.obolibrary.org/obo/GO_1902495>
Late_Phase_of_HIV_Life_Cycle		<http://model.geneontology.org/690990777>	<http://purl.obolibrary.org/obo/GO_0015936>
PERK_regulates_gene_expression	Translation and translocation of ATF4	<http://model.geneontology.org/-983084759>	<http://purl.obolibrary.org/obo/GO_0098772>
PERK_regulates_gene_expression	Phosphorylation of eIF2-alpha by PERK	<http://model.geneontology.org/-983084760>	<http://purl.obolibrary.org/obo/GO_0098772>
Signaling_by_FGFR4_in_disease	Activated FGFR4 mutants:FRS2	<http://model.geneontology.org/-1802803491>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_FGFR4_in_disease	Activated FGFR4 mutants:PLCG1	<http://model.geneontology.org/1640223124>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_FGFR4_in_disease	Activated FGFR4 mutants:p-FRS2:GRB2:GAB1:PI3K	<http://model.geneontology.org/495547123>	<http://purl.obolibrary.org/obo/GO_0061695>
Signaling_by_FGFR4_in_disease	Activated FGFR4 mutants:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange	<http://model.geneontology.org/-982929072>	<http://purl.obolibrary.org/obo/GO_0005525>
Signaling_by_FGFR4_in_disease	Activated FGFR4 mutants:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange	<http://model.geneontology.org/-982929072>	<http://purl.obolibrary.org/obo/GO_0044877>
Signaling_by_FGFR4_in_disease	FGFR4 mutants:p-FRS2:GRB2:SOS1	<http://model.geneontology.org/-214516067>	<http://purl.obolibrary.org/obo/GO_1905742>
SHC1_events_in_ERBB2_signaling	SHC1:Phosphorylated ERBB2 heterodimers	<http://model.geneontology.org/1177381538>	<http://purl.obolibrary.org/obo/GO_1902911>
SHC1_events_in_ERBB2_signaling	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0005525>
SHC1_events_in_ERBB2_signaling	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0044877>
SHC1_events_in_ERBB2_signaling	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers	<http://model.geneontology.org/-983053815>	<http://purl.obolibrary.org/obo/GO_0005525>
SHC1_events_in_ERBB2_signaling	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers	<http://model.geneontology.org/-983053815>	<http://purl.obolibrary.org/obo/GO_0044877>
SHC1_events_in_ERBB2_signaling	Activated PRKCA(PRKCD,PRKCE)	<http://model.geneontology.org/2138234317>	<http://purl.obolibrary.org/obo/GO_1902554>
SHC1_events_in_ERBB2_signaling	SHC1:Phosphorylated ERBB2 heterodimers	<http://model.geneontology.org/630818052>	<http://purl.obolibrary.org/obo/GO_1902911>
SHC1_events_in_ERBB2_signaling	GRB2:SOS1:p-Y349,350-SHC1:Phosphorylated ERBB2 heterodimers	<http://model.geneontology.org/-803393043>	<http://purl.obolibrary.org/obo/GO_1905742>
Vitamins	CYP26A1,B1,C1	<http://model.geneontology.org/1140354087>	<http://purl.obolibrary.org/obo/GO_1902494>
Vitamins	Vitamins	<http://model.geneontology.org/1915831646>	<http://purl.obolibrary.org/obo/GO_0070640>
Vitamins	Vitamins	<http://model.geneontology.org/1915831646>	<http://purl.obolibrary.org/obo/GO_0006739>
Vitamins	Vitamins	<http://model.geneontology.org/1915831646>	<http://purl.obolibrary.org/obo/GO_0072592>
Vitamins	Vitamins	<http://model.geneontology.org/1915831646>	<http://purl.obolibrary.org/obo/GO_0042905>
Vitamins	Vitamins	<http://model.geneontology.org/1915831646>	<http://purl.obolibrary.org/obo/GO_0034311>
Role_of_ABL_in_ROBO-SLIT_signaling	SLIT2:ROBO1:ABL	<http://model.geneontology.org/856362170>	<http://purl.obolibrary.org/obo/GO_1902911>
Role_of_ABL_in_ROBO-SLIT_signaling	SLIT2:ROBO1:ABL	<http://model.geneontology.org/-1943386964>	<http://purl.obolibrary.org/obo/GO_1902911>
RUNX3_regulates_RUNX1-mediated_transcription	RUNX3 binds the RUNX1 promoter	<http://model.geneontology.org/-410859073>	<http://purl.obolibrary.org/obo/GO_0098772>
Activation_of_NF-kappaB_in_B_cells	NF-kappaB p50,p65,c-Rel:ub-p-IKB	<http://model.geneontology.org/1910604859>	<http://purl.obolibrary.org/obo/GO_1905369>
Activation_of_NF-kappaB_in_B_cells	p-CARMA1:MALT1:p-BCL10:TAK1:IKK	<http://model.geneontology.org/-292886642>	<http://purl.obolibrary.org/obo/GO_1902554>
Activation_of_NF-kappaB_in_B_cells	26S proteasome	<http://model.geneontology.org/-119509617>	<http://purl.obolibrary.org/obo/GO_1905369>
Activation_of_NF-kappaB_in_B_cells	Active IKK complex	<http://model.geneontology.org/1544336215>	<http://purl.obolibrary.org/obo/GO_1902554>
Activation_of_NF-kappaB_in_B_cells	p-CARMA1:MALT1:p-BCL10:TAK1:IKK	<http://model.geneontology.org/-1840902568>	<http://purl.obolibrary.org/obo/GO_1902554>
PTK6_Expression	EPAS1 (HIF2A) and activated NR3C1 (GCR) bind PTK6 gene	<http://model.geneontology.org/-983020185>	<http://purl.obolibrary.org/obo/GO_0098772>
PTK6_Expression	HIF1A,EPAS1 bind PTK6 gene	<http://model.geneontology.org/-983020187>	<http://purl.obolibrary.org/obo/GO_0098772>
Oxidative_demethylation_of_DNA	TET1,2,3	<http://model.geneontology.org/-918767711>	<http://purl.obolibrary.org/obo/GO_1902494>
Oxidative_demethylation_of_DNA	TET1,2,3	<http://model.geneontology.org/878183648>	<http://purl.obolibrary.org/obo/GO_1902494>
Oxidative_demethylation_of_DNA		<http://model.geneontology.org/-668216931>	<http://purl.obolibrary.org/obo/GO_0006082>
Oxidative_demethylation_of_DNA		<http://model.geneontology.org/-668216931>	<http://purl.obolibrary.org/obo/GO_0072592>
Oxidative_demethylation_of_DNA		<http://model.geneontology.org/-1090918757>	<http://purl.obolibrary.org/obo/GO_0006082>
Oxidative_demethylation_of_DNA		<http://model.geneontology.org/-1090918757>	<http://purl.obolibrary.org/obo/GO_0072592>
Oxidative_demethylation_of_DNA	TET1,2,3	<http://model.geneontology.org/1579248226>	<http://purl.obolibrary.org/obo/GO_1902494>
Oxidative_demethylation_of_DNA	Oxidative demethylation of DNA	<http://model.geneontology.org/1915853839>	<http://purl.obolibrary.org/obo/GO_0006082>
Oxidative_demethylation_of_DNA	Oxidative demethylation of DNA	<http://model.geneontology.org/1915853839>	<http://purl.obolibrary.org/obo/GO_0072592>
Oxidative_demethylation_of_DNA	TDG excises 5-carboxylcytosine	<http://model.geneontology.org/-410857238>	<http://purl.obolibrary.org/obo/GO_0004857>
Oxidative_demethylation_of_DNA	TDG excises 5-formylcytosine	<http://model.geneontology.org/-410857239>	<http://purl.obolibrary.org/obo/GO_0004857>
Oxidative_demethylation_of_DNA		<http://model.geneontology.org/-879567844>	<http://purl.obolibrary.org/obo/GO_0006082>
Oxidative_demethylation_of_DNA		<http://model.geneontology.org/-879567844>	<http://purl.obolibrary.org/obo/GO_0072592>
Import_of_palmitoyl-CoA_into_the_mitochondrial_matrix	CPT1A,B	<http://model.geneontology.org/-1236902654>	<http://purl.obolibrary.org/obo/GO_0002178>
Import_of_palmitoyl-CoA_into_the_mitochondrial_matrix	MID1IP1 binds THRSP	<http://model.geneontology.org/-982874113>	<http://purl.obolibrary.org/obo/GO_0008047>
Import_of_palmitoyl-CoA_into_the_mitochondrial_matrix	AMPK heterotrimer (active)	<http://model.geneontology.org/-1287970362>	<http://purl.obolibrary.org/obo/GO_1902554>
Import_of_palmitoyl-CoA_into_the_mitochondrial_matrix	pAMPK inactivates ACACB, inhibiting malonyl-CoA synthesis	<http://model.geneontology.org/-982874110>	<http://purl.obolibrary.org/obo/GO_0004857>
HDR_through_Single_Strand_Annealing_(SSA)	ERCC1:ERCC4	<http://model.geneontology.org/-1279523856>	<http://purl.obolibrary.org/obo/GO_1905347>
HDR_through_Single_Strand_Annealing_(SSA)	RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:DNA DSBs with annealed 3' ssDNA overhangs and displaced flaps:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1	<http://model.geneontology.org/1979457754>	<http://purl.obolibrary.org/obo/GO_1905347>
Regulation_of_HSF1-mediated_heat_shock_response	DNAJB1,B6,C2,C7	<http://model.geneontology.org/1375335656>	<http://purl.obolibrary.org/obo/GO_0150005>
Regulation_of_HSF1-mediated_heat_shock_response	SIRT1:HSP70:DNAJB1:Ac-K80-HSF1:target gene	<http://model.geneontology.org/-1188979765>	<http://purl.obolibrary.org/obo/GO_1902494>
Regulation_of_HSF1-mediated_heat_shock_response	HSP110s exchange ATP for ADP on HSP70s:ADP	<http://model.geneontology.org/-1971373853>	<http://purl.obolibrary.org/obo/GO_0005524>
Regulation_of_HSF1-mediated_heat_shock_response	HSP110s exchange ATP for ADP on HSP70s:ADP	<http://model.geneontology.org/-1971373853>	<http://purl.obolibrary.org/obo/GO_0044877>
Regulation_of_HSF1-mediated_heat_shock_response	HSP70s:ATP	<http://model.geneontology.org/1464103113>	<http://purl.obolibrary.org/obo/GO_0150005>
Regulation_of_HSF1-mediated_heat_shock_response	ATM/ATR kinase	<http://model.geneontology.org/1011966857>	<http://purl.obolibrary.org/obo/GO_1902554>
Regulation_of_HSF1-mediated_heat_shock_response	DNAJB1,B6,C2,C7	<http://model.geneontology.org/650983979>	<http://purl.obolibrary.org/obo/GO_0150005>
Regulation_of_HSF1-mediated_heat_shock_response	DBC1 is phosphorylated by ATM/ART	<http://model.geneontology.org/-1971373879>	<http://purl.obolibrary.org/obo/GO_0098772>
Regulation_of_HSF1-mediated_heat_shock_response	SIRT1:HSP70:DNAJB1:Ac-K80-HSF1:target gene	<http://model.geneontology.org/-2049476549>	<http://purl.obolibrary.org/obo/GO_1902494>
Regulation_of_HSF1-mediated_heat_shock_response	p-ERK dimer	<http://model.geneontology.org/-1448223933>	<http://purl.obolibrary.org/obo/GO_1902554>
Biosynthesis_of_E-series_18(S)-resolvins	Biosynthesis of E-series 18(S)-resolvins	<http://model.geneontology.org/1915829751>	<http://purl.obolibrary.org/obo/GO_0006739>
Biosynthesis_of_E-series_18(S)-resolvins	Biosynthesis of E-series 18(S)-resolvins	<http://model.geneontology.org/1915829751>	<http://purl.obolibrary.org/obo/GO_0072592>
Biosynthesis_of_E-series_18(S)-resolvins	Biosynthesis of E-series 18(S)-resolvins	<http://model.geneontology.org/1915829751>	<http://purl.obolibrary.org/obo/GO_0006749>
Biosynthesis_of_E-series_18(S)-resolvins	Biosynthesis of E-series 18(S)-resolvins	<http://model.geneontology.org/1915829751>	<http://purl.obolibrary.org/obo/GO_0006734>
Classical_antibody-mediated_complement_activation	Antigen:IgG:C1 with activated C1R	<http://model.geneontology.org/259582275>	<http://purl.obolibrary.org/obo/GO_1905370>
Classical_antibody-mediated_complement_activation	Antigen:IgG:C1 with activated C1R	<http://model.geneontology.org/-1077029437>	<http://purl.obolibrary.org/obo/GO_1905370>
Classical_antibody-mediated_complement_activation	Antigen:IgG:C1Q:2xC1R:2xC1S	<http://model.geneontology.org/-178634582>	<http://purl.obolibrary.org/obo/GO_1905370>
Removal_of_the_Flap_Intermediate_from_the_C-strand	Processive complex loaded on telomere:Okazaki fragments:Remaining Flap	<http://model.geneontology.org/-1750659720>	<http://purl.obolibrary.org/obo/GO_1905347>
Removal_of_the_Flap_Intermediate_from_the_C-strand		<http://model.geneontology.org/767379619>	<http://purl.obolibrary.org/obo/GO_0046035>
Removal_of_the_Flap_Intermediate_from_the_C-strand		<http://model.geneontology.org/767379619>	<http://purl.obolibrary.org/obo/GO_0046049>
Removal_of_the_Flap_Intermediate_from_the_C-strand		<http://model.geneontology.org/767379619>	<http://purl.obolibrary.org/obo/GO_0046037>
Removal_of_the_Flap_Intermediate_from_the_C-strand		<http://model.geneontology.org/767379619>	<http://purl.obolibrary.org/obo/GO_0046033>
Removal_of_the_Flap_Intermediate_from_the_C-strand	Removal of the Flap Intermediate from the C-strand	<http://model.geneontology.org/2140016526>	<http://purl.obolibrary.org/obo/GO_0046035>
Removal_of_the_Flap_Intermediate_from_the_C-strand	Removal of the Flap Intermediate from the C-strand	<http://model.geneontology.org/2140016526>	<http://purl.obolibrary.org/obo/GO_0046049>
Removal_of_the_Flap_Intermediate_from_the_C-strand	Removal of the Flap Intermediate from the C-strand	<http://model.geneontology.org/2140016526>	<http://purl.obolibrary.org/obo/GO_0046037>
Removal_of_the_Flap_Intermediate_from_the_C-strand	Removal of the Flap Intermediate from the C-strand	<http://model.geneontology.org/2140016526>	<http://purl.obolibrary.org/obo/GO_0046033>
Amine_compound_SLC_transporters	Urea transporters	<http://model.geneontology.org/2019493304>	<http://purl.obolibrary.org/obo/GO_1902495>
Amine_compound_SLC_transporters	CTL1-5	<http://model.geneontology.org/-160946600>	<http://purl.obolibrary.org/obo/GO_0110067>
Amine_compound_SLC_transporters	CHK dimer	<http://model.geneontology.org/1480615758>	<http://purl.obolibrary.org/obo/GO_0061695>
Cell_Cycle	Cell Cycle Checkpoints	<http://model.geneontology.org/2140014848>	<http://purl.obolibrary.org/obo/GO_0022402>
Cell_Cycle	Cell Cycle, Mitotic	<http://model.geneontology.org/2140015562>	<http://purl.obolibrary.org/obo/GO_0022402>
RUNX2_regulates_bone_development	RUNX2 and SMAD1 complex binds the SMAD6 gene promoter	<http://model.geneontology.org/-410859221>	<http://purl.obolibrary.org/obo/GO_0098772>
Vif-mediated_degradation_of_APOBEC3G	APOBEC3G:Vif:Cul5:SCF complex	<http://model.geneontology.org/-1026646945>	<http://purl.obolibrary.org/obo/GO_1990234>
Vif-mediated_degradation_of_APOBEC3G	26S proteasome	<http://model.geneontology.org/777220191>	<http://purl.obolibrary.org/obo/GO_1905369>
Vif-mediated_degradation_of_APOBEC3G	APOBEC3G:Vif:Cul5:SCF complex	<http://model.geneontology.org/2094511143>	<http://purl.obolibrary.org/obo/GO_1990234>
Vif-mediated_degradation_of_APOBEC3G	multi-ubiquitinated APOBEC3G:Vif:Cul5:SCF complex	<http://model.geneontology.org/-2121938412>	<http://purl.obolibrary.org/obo/GO_1905369>
Transport_of_nucleotide_sugars	EXT1:EXT2	<http://model.geneontology.org/529379996>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	UGT1A3,A4,A9	<http://model.geneontology.org/1082352194>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	ST3GAL1-6	<http://model.geneontology.org/178065113>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	TPST1,2	<http://model.geneontology.org/1017882522>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	NDSTs	<http://model.geneontology.org/-819630508>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	ST6GALNAC1-6	<http://model.geneontology.org/1322741114>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	CHST3,7	<http://model.geneontology.org/893634450>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	ST6GAL1,2	<http://model.geneontology.org/1691289014>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	XYLT1, XYLT2	<http://model.geneontology.org/-124289877>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	UGTs (O-GlcA forming)	<http://model.geneontology.org/-909205411>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	HS6STs	<http://model.geneontology.org/-1217087053>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	HS3ST sulfotransferases	<http://model.geneontology.org/219270413>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	UGT1A1,4	<http://model.geneontology.org/1440671384>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	ST8SIA1-6	<http://model.geneontology.org/-540275156>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	HS3STs	<http://model.geneontology.org/-1089058189>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars		<http://model.geneontology.org/1808782015>	<http://purl.obolibrary.org/obo/GO_0046398>
Transport_of_nucleotide_sugars		<http://model.geneontology.org/1808782015>	<http://purl.obolibrary.org/obo/GO_0046048>
Transport_of_nucleotide_sugars	CHST9,11,12,13	<http://model.geneontology.org/1866209872>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	B4GALT1:LALBA	<http://model.geneontology.org/-1302854664>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	B3GNT1,2,3,4,7	<http://model.geneontology.org/-1516500212>	<http://purl.obolibrary.org/obo/GO_1990234>
Transport_of_nucleotide_sugars	PAPST1,2	<http://model.geneontology.org/-1020896729>	<http://purl.obolibrary.org/obo/GO_1902495>
Transport_of_nucleotide_sugars	CHST2,5,6	<http://model.geneontology.org/752681169>	<http://purl.obolibrary.org/obo/GO_1990234>
