Reactome node type	Reactome Label	Reactome Id	Curator asserted GO types	Rule-assigned types	Inferred GO types
Complex	miR-20 RISC:CNOT6L mRNA	R-HSA-8948622 			
Complex	SNAI1,SNAI2:PTEN gene	R-HSA-8944024 			
Complex	miR-106 RISC:PTEN mRNA	R-HSA-8944631 			
Complex	miR-93 RISC	R-HSA-8944601 			
Complex	NuRD complex	R-HSA-4657018 			
Complex	miR-17 RISC:VAPA mRNA	R-HSA-8948581 			
Complex	miR-205 RISC:PTEN mRNA	R-HSA-8944679 			
Complex	miR-214 Nonendonucleolytic RISC	R-HSA-8944643 			
Complex	miR-21 Nonendonucleolytic RISC	R-HSA-8944705 			
Complex	miR-19b RISC	R-HSA-8948558 			
Complex	mTORC1:Ragulator:Rag:GNP:RHEB:GTP	R-HSA-5672812 			GO_1902554: serine/threonine protein kinase complex,
Complex	miR-17 RISC	R-HSA-8944485 			
Complex	p-ERK dimer	R-HSA-1268261 			
Complex	miR-20 RISC:PTEN mRNA	R-HSA-8945707 			
Complex	miR-19a RISC:PTEN mRNA	R-HSA-8944524 			
Complex	miR-17 RISC:CNOT6L mRNA	R-HSA-8948580 			
Complex	miR-106 RISC:VAPA mRNA	R-HSA-8948642 			
Complex	PRC1.4,PRC2 (EZH2) core	R-HSA-8943822 			
Complex	miR-20 RISC	R-HSA-8945696 			
Complex	miR-19a RISC	R-HSA-8948559 			
Complex	miR-22 RISC:PTEN mRNA	R-HSA-8944551 			
Biological Process	S45 mutants of beta-catenin aren't phosphorylated	R-HSA-5358751 			
Molecular Function	CTNNB1 S45 mutants aren't phosphorylated by CK1alpha	R-HSA-4827388 			
Complex	beta-catenin:destruction complex	R-HSA-4827387 			
Biological Process	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	R-HSA-8866904 	GO_0000122: negative regulation of transcription by RNA polymerase II,		
Molecular Function	SUMOylation of TFAP2B with SUMO1	R-HSA-3234084 	GO_0019789: SUMO transferase activity,		GO_0004857: enzyme inhibitor activity,
Molecular Function	SUMOylation of TFAP2A with SUMO1	R-HSA-3234081 	GO_0019789: SUMO transferase activity,		GO_0004857: enzyme inhibitor activity,
Molecular Function	KCTD15 binds TFAP2 homo- and heterodimers	R-HSA-8864361 		GO_0005515: protein binding,	
Molecular Function	KCTD1 binds TFAP2 homo- and heterodimers	R-HSA-8864343 		GO_0005515: protein binding,	
Molecular Function	WWOX binds TFAP2C	R-HSA-8864569 		GO_0005515: protein binding,	
Molecular Function	AP-2 (TFAP2) transcription factors form homo- and heterodimers	R-HSA-8864278 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	SUMOylation of TFAP2C with SUMO1	R-HSA-3234094 	GO_0019789: SUMO transferase activity,		GO_0004857: enzyme inhibitor activity,
Molecular Function	Transfer of SUMO1 from E1 to UBE2I (UBC9)	R-HSA-2993780 	GO_0019789: SUMO transferase activity,		
Complex	SUMO1:TFAP2C homodimer	R-HSA-8865822 			
Complex	TFAP2C:WWOX	R-HSA-8864568 			
Complex	TFAP2 homo- and heterodimers:KCTD1	R-HSA-8864347 			
Complex	SUMO1:TFAP2A-1 homodimer	R-HSA-8865819 			
Complex	SUMO1:C93-UBE2I	R-HSA-2993783 			GO_1990234: transferase complex,GO_0017053: transcriptional repressor complex,
Complex	UBA2:SAE1	R-HSA-2990843 			GO_1990234: transferase complex,
Complex	TFAP2 homo- and heterodimers	R-HSA-8864283 			GO_0017053: transcriptional repressor complex,
Complex	TFAP2 homo- and heterodimers:KCTD15	R-HSA-8864359 			
Complex	SUMO1:TFAP2B homodimer	R-HSA-8865823 			
Complex	TFAP2	R-HSA-8864286 			
Complex	SUMO E1 enzyme	R-HSA-2993793 			
Biological Process	reaction:Beta-catenin translocates to the nucleus: is xrefed to this process	R-HSA-201669 	GO_0060828: regulation of canonical Wnt signaling pathway,		
Biological Process	TCF dependent signaling in response to WNT	R-HSA-201681 			
Biological Process	Beta-catenin translocates to the nucleus	R-HSA-201669 		GO_0045184: establishment of protein localization,	GO_1990173: protein localization to nucleoplasm,
Molecular Function	RNF146 ubiquitinates ADP-ribosylated AXIN	R-HSA-3640861 	GO_0061630: ubiquitin protein ligase activity,		
Molecular Function	Beta-catenin binds SOX proteins	R-HSA-5626938 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	secretion of WNT ligands	R-HSA-3247843 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	FZD recruits DVL to the receptor complex	R-HSA-1504188 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Beta-catenin displaces TLE:HDAC1 from TCF/LEF	R-HSA-3299569 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	DVL recruits GSK3beta:AXIN1 to the receptor complex	R-HSA-1504186 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	USP34 deubiquitinates AXIN1,AXIN2	R-HSA-3640872 	GO_0036459: thiol-dependent ubiquitinyl hydrolase activity,		
Molecular Function	CBY1 binds beta-catenin	R-HSA-3769383 		GO_0005515: protein binding,	
Molecular Function	Canonical WNT signaling through the atypical receptor RYK	R-HSA-5323545 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	CHD8 binds beta-catenin to negatively regulate WNT-dependent gene expression	R-HSA-5368580 		GO_0005515: protein binding,	
Molecular Function	CTNNBIP1 binds beta-catenin	R-HSA-3772430 		GO_0005515: protein binding,	
Molecular Function	Beta-catenin is released from the destruction complex	R-HSA-201685 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	WNT binds to FZD and LRP5/6	R-HSA-1458875 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Complex	SOST:LRP5/6	R-HSA-3769334 			
Complex	LRP5/6	R-HSA-201719 			
Complex	WNT3A:sFRP	R-HSA-3772418 			
Complex	canonical WNTs	R-HSA-1504197 			
Complex	WLS:WNT	R-HSA-3247838 			
Complex	TCF/LEF:CTNNB1	R-HSA-3299548 			
Complex	RibC-AXIN:TNKS:RNF146	R-HSA-3640845 			GO_0000151: ubiquitin ligase complex,
Complex	WNT:FZD:LRP5/6:DVL	R-HSA-1504192 			
Complex	WNT:FZD:p10S/T-LRP5/6:DVL:AXIN:GSK3B	R-HSA-1458890 			
Complex	CTNNBIP1:CTNNB1	R-HSA-3772415 			
Complex	canonical FZD receptors	R-HSA-1504202 			
Complex	WNT:FZD:LRP5/6	R-HSA-1458876 			
Complex	Ub	R-HSA-113595 			
Complex	CTNNB1:CHD8	R-HSA-5368504 			
Complex	WNT:FZD:LRP5/6:DVL:AXIN:GSK3B	R-HSA-1504184 			
Complex	pp-DVL	R-HSA-3772407 			
Complex	beta-catenin:destruction complex	R-HSA-4416737 			
Complex	beta-catenin binding SOX proteins	R-HSA-5626912 			
Complex	WIF1:WNT	R-HSA-3769337 			
Complex	CBY1:CTNNB1	R-HSA-3769380 			
Complex	WNTs	R-HSA-3247835 			
Complex	PP2A	R-HSA-196206 			
Complex	KRM:DKK:LRP5/6	R-HSA-3769399 			
Complex	Ub-RibC-AXIN:TNKS:RNF146	R-HSA-3640854 			
Complex	TLE tetramer	R-HSA-3299565 			
Complex	CTNNB1:SRY,SOX2,SOX3,SOX4,SOX6,SOX7,SOX9,SOX17	R-HSA-5626915 			
Complex	GSK3B:AXIN1	R-HSA-1504204 			
Complex	RYK:WNTs	R-HSA-5323537 			
Complex	RYK-binding WNTs	R-HSA-5323535 			
Complex	TCF/LEF:TLE:HDAC1	R-HSA-3299555 			
Biological Process	Methylation of MeSeH for excretion	R-HSA-2408552 	GO_0001887: selenium compound metabolic process,		GO_0046500: S-adenosylmethionine metabolic process,GO_0046498: S-adenosylhomocysteine metabolic process,
Molecular Function	MeSeOH is reduced to MeSeH by TXNRD1	R-HSA-5263614 	GO_0098625: methylselenol reductase activity,		
Molecular Function	MeSeH is methylated to Me2Se by MeSeH methyltransferase	R-HSA-2408541 	GO_0098613: methaneselenol methyltransferase activity,		
Molecular Function	MeSec is hydrolysed to MeSeH by CTH	R-HSA-2408539 	GO_0098607: methylselenocysteine deselenhydrase activity,		
Molecular Function	H2Se is methylated to MeSeH by H2Se methyltransferase	R-HSA-2408536 	GO_0098614: hydrogen selenide methyltransferase activity,		
Molecular Function	MeSebGalNac is hydrolysed to MeSeH and bGalNac	R-HSA-5333609 			
Molecular Function	Excess SeMet is cleaved into MeSeH by CTH	R-HSA-2408537 	GO_0098600: selenomethionine gamma-lyase activity,		
Molecular Function	Me2Se is methylated to Me3Se+ by INMT	R-HSA-2408554 	GO_0098615: dimethyl selenide methyltransferase activity,		
Biological Process	Translocation of BMF to mitochondria	R-HSA-139909 			GO_0090151: establishment of protein localization to mitochondrial membrane,
Biological Process	reaction:Translocation of BMF to mitochondria: is xrefed to this process	R-HSA-139909 	GO_0001844: protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,		
Biological Process	Activation of BMF and translocation to mitochondria	R-HSA-139910 	GO_1900740: positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,		
Molecular Function	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2	R-HSA-508163 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Phosphorylation of DLC2 by MAPK8	R-HSA-139908 	GO_0016301: kinase activity,		
Complex	BMF sequestered to dynein (DLC2)	R-HSA-140528 			
Complex	Bcl2:BH3-only protein complex	R-HSA-508158 			
Complex	Bcl-2 interacting BH-3 only proteins	R-HSA-508157 			
Biological Process	p-S407,Y641-STAT6 dimer migrates to the nucleus	R-HSA-3249370 		GO_0045184: establishment of protein localization,	GO_1990173: protein localization to nucleoplasm,
Biological Process	STAT6-mediated induction of chemokines	R-HSA-3249367 			
Molecular Function	TBK1 is phosphorylated within STING:TBK1:STAT6 complex	R-HSA-3249390 		GO_0005515: protein binding,	GO_0005524: ATP binding,
Molecular Function	TBK1 phosphorylates STAT6 at Ser407	R-HSA-3249371 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	STING recruits TBK1 and STAT6	R-HSA-3249378 		GO_0005515: protein binding,	
Molecular Function	STING dimerization	R-HSA-3134800 			
Molecular Function	p-S407-STAT6 is phosphorylated at Tyr641	R-HSA-3249379 			
Molecular Function	p-S407,Y641-STAT6 is dimerized	R-HSA-3249372 			
Complex	STING:p-S172-TBK1	R-HSA-2396005 			
Complex	STING:p-S172-TBK1:STAT6	R-HSA-3249391 			GO_1902554: serine/threonine protein kinase complex,
Complex	STING:TBK1:STAT6	R-HSA-3249399 			
Biological Process	Ubiquitinated TP53 translocates to the cytosol	R-HSA-6793685 		GO_0045184: establishment of protein localization,	
Biological Process	Phosphorylated ERF translocates to the cytosol	R-HSA-3209159 		GO_0045184: establishment of protein localization,	
Biological Process	Oncogene Induced Senescence	R-HSA-2559585 			
Molecular Function	MDM2 ubiquitinates TP53	R-HSA-6804879 	GO_0061630: ubiquitin protein ligase activity,		
Molecular Function	Translation of p16-INK4a mRNA is inhibited by miR-24	R-HSA-3209114 			
Molecular Function	p14-ARF sequesters MDM2	R-HSA-6804996 		GO_0005515: protein binding,	GO_0004857: enzyme inhibitor activity,GO_0044877: protein-containing complex binding,
Molecular Function	p14-ARF forms a ternary complex with MDM2 and TP53	R-HSA-6804998 		GO_0005515: protein binding,	
Molecular Function	GTSE1 binds TP53	R-HSA-8852337 		GO_0005515: protein binding,	
Molecular Function	Activated CEBPB stimulates transcription of CDKN2B	R-HSA-3857348 			
Molecular Function	MAPKAPK2/3-mediated removal of PRC1.4 complex stimulates p14-ARF transcription	R-HSA-3229138 			
Molecular Function	Association of INK4 with CDK4/6	R-HSA-182594 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	E2F1/E2F2/E2F3 and SP1 stimulate transcription of p14-ARF mRNA	R-HSA-3209109 			
Molecular Function	miR-24 binds p16-INK4a and p14-ARF mRNAs	R-HSA-3209151 		GO_0005515: protein binding,	GO_0098772: molecular function regulator,GO_0044877: protein-containing complex binding,
Molecular Function	E2F1, E2F2, or E2F3 and SP1 bind p14-ARF promoter	R-HSA-3209096 		GO_0005515: protein binding,	GO_0098772: molecular function regulator,GO_0044877: protein-containing complex binding,
Molecular Function	Translation of p14-ARF mRNA is inhibited by miR-24	R-HSA-3209111 			
Molecular Function	USP7 deubiquitinates TP53 and counteracts MDM2	R-HSA-3215310 	GO_0004843: thiol-dependent ubiquitin-specific protease activity,		
Molecular Function	ERF binds ETS2 promoter	R-HSA-3209177 			GO_0098772: molecular function regulator,
Molecular Function	Activated ERKs phosphorylate ERF	R-HSA-3209160 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	ERF inhibits ETS2 expression	R-HSA-3209179 			
Molecular Function	Cyclin D:CDK4/6 phosphorylates RB1 and prevents RB1 binding to E2F1/2/3:DP1/2 complexes	R-HSA-69227 	GO_0004693: cyclin-dependent protein serine/threonine kinase activity,		
Molecular Function	SMAD2/3:SMAD4:SP1 complex stimulates transcription of CDKN2B	R-HSA-2187303 			
Molecular Function	Demethylation of H3K27Me3 by KDM6B stimulates p16-INK4A transcription, while binding of PRC1.4 complex to H3K27Me3 represses p16-INK4A transcription	R-HSA-3223200 			
Molecular Function	MDM2 binds TP53	R-HSA-5633460 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	p-T,Y MAPKs dimerize	R-HSA-5674385 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Phosphorylated ETS2 binds p16-INK4A promoter	R-HSA-8979082 			
Molecular Function	Phosphorylated ETS1 binds p16-INK4A promoter	R-HSA-3200023 			
Molecular Function	MAPKs phosphorylate ETS1 and ETS2	R-HSA-3132737 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	ID1 sequesters ETS2	R-HSA-3209165 		GO_0005515: protein binding,	GO_0098772: molecular function regulator,
Molecular Function	p-T38-ETS1/p-T72-ETS2 stimulates transcription of p16-INK4A mRNA	R-HSA-3209098 			
Complex	p14-ARF:p-S166,S188-MDM2 dimer,p-S166,S188-MDM2:MDM4	R-HSA-6804995 			
Complex	p-S166,S188-MDM2 dimer, p-S166,S188-MDM2,MDM4:TP53	R-HSA-6804885 			GO_0000151: ubiquitin ligase complex,
Complex	DP1/2: E2F1/2/3: SP1: CDKN2A Gene	R-HSA-3209097 			
Complex	p14-ARF:p-S166,S188-MDM2 dimer,p-S166,S188-MDM2:MDM4:TP53	R-HSA-6804999 			
Complex	CDKN2A Gene:H3K27Me3-Nucleosome:PRC1.4	R-HSA-3229098 			
Complex	p-T38-ETS1/ p-T72-ETS2	R-HSA-3132724 			
Complex	Ub	R-HSA-68524 			
Complex	p-S166,S188-MDM2 dimer, p-S166,S188-MDM2:MDM4	R-HSA-6804745 			
Complex	p-S435-GTSE1:PolyUb-TP53 Tetramer	R-HSA-8852344 			
Complex	E2F1/2/3:DP1/2	R-HSA-1227905 			
Complex	p-T172-CDK4,p-T177-CDK6:CCND:CDKN1A,CDKN1B,(CDKN1C); p-T172-CDK4,p-T177-CDK6:CCND; (p-T172-CDK4,p-T177-CDK6:CCND:p-Y88-CDKN1B)	R-HSA-8949896 			GO_0000307: cyclin-dependent protein kinase holoenzyme complex,
Complex	p-T,Y MAPK dimers	R-HSA-198701 			GO_1902554: serine/threonine protein kinase complex,
Complex	CDK4,CDK6:INK4	R-HSA-182579 			
Complex	p-ERK dimer	R-HSA-1268261 			
Complex	ETS1/ETS2	R-HSA-3132719 			
Complex	phospho-MAPK p38:p-MAPKAPK3	R-HSA-3772127 			
Complex	p-T72-ETS2:ID1	R-HSA-3209172 			
Complex	p-2S-SMAD2/3:SMAD4:SP1	R-HSA-2187302 			
Complex	INK4	R-HSA-182588 			
Complex	p-T38-ETS1/ p-T72-ETS2:CDKN2A Gene	R-HSA-3200029 			
Complex	miR-24 Nonendonucleolytic RISC	R-HSA-3209134 			
Complex	p16-INK4a/p14-ARF mRNA: miR-24 Nonendonucleolytic RISC	R-HSA-3209131 			
Complex	CDK4,CDK6	R-HSA-69209 			
Complex	p-T,Y MAPKs	R-HSA-169289 			
Biological Process	Pre-NOTCH Processing in the Endoplasmic Reticulum	R-HSA-1912399 			
Biological Process	reaction:NOTCH4 mRNA translation controlled by miRNAs: is xrefed to this process	R-HSA-1912410 	GO_0035278: miRNA mediated inhibition of translation,		
Molecular Function	NOTCH4 mRNA translation controlled by miRNAs	R-HSA-1912410 			GO_0045182: translation regulator activity,
Molecular Function	Glucosylation of Pre-NOTCH by POGLUT1	R-HSA-1912353 	GO_0035251: UDP-glucosyltransferase activity,		
Molecular Function	Transport of NOTCH precursor to Golgi	R-HSA-1912374 		GO_0005515: protein binding,	
Molecular Function	Fucosylation of Pre-NOTCH by POFUT1	R-HSA-1912349 	GO_0046922: peptide-O-fucosyltransferase activity,		
Molecular Function	NOTCH2 mRNA translation controlled by miRNAs	R-HSA-1912413 			
Molecular Function	NOTCH3 mRNA translation controlled by miRNAs	R-HSA-1912409 			
Molecular Function	NOTCH1 mRNA translation controlled by miRNAs	R-HSA-1912412 			
Complex	NOTCH4 mRNA:miR-302A RISC	R-HSA-1911500 			
Complex	NOTCH2 mRNA:miR-34 RISC	R-HSA-1911490 			
Complex	Glc,Fuc-Pre-NOTCH	R-HSA-1911440 			
Complex	ATP2A1-3	R-HSA-418312 			
Complex	NOTCH4 mRNA:miR-181C RISC	R-HSA-1911502 			
Complex	Pre-NOTCH	R-HSA-1464801 			
Complex	Glc,Fuc-Pre-NOTCH	R-HSA-1911442 			
Complex	Fuc-Pre-NOTCH	R-HSA-1911414 			
Complex	NOTCH1 mRNA:miR-34 RISC	R-HSA-1606698 			
Complex	NOTCH1 mRNA:miR-200B/C RISC	R-HSA-1911483 			
Complex	NOTCH3 mRNA:miR-206 RISC	R-HSA-1911498 			
Complex	NOTCH3 mRNA:miR-150 RISC	R-HSA-1911497 			
Complex	NOTCH1 mRNA:miR-449 RISC	R-HSA-1606562 			
Biological Process	reaction:Viral inhibitor of caspase-8 activation (UL36) binds caspase-8: is xrefed to this process	R-HSA-5692550 	GO_0039650: suppression by virus of host cysteine-type endopeptidase activity involved in apoptotic process,		
Biological Process	reaction:Viral serpin blocks caspase-8 activity: is xrefed to this process	R-HSA-2672196 	GO_0039650: suppression by virus of host cysteine-type endopeptidase activity involved in apoptotic process,		
Biological Process	Regulation of TNFR1 signaling	R-HSA-5357905 	GO_0010803: regulation of tumor necrosis factor-mediated signaling pathway,		
Molecular Function	RIP1 is cleaved by CASP8	R-HSA-5357828 	GO_0004197: cysteine-type endopeptidase activity,		
Molecular Function	Caspase-8 processing in the DISC	R-HSA-139952 	GO_0004197: cysteine-type endopeptidase activity,		
Molecular Function	TRAF1 is cleaved by caspases	R-HSA-5634228 	GO_0004197: cysteine-type endopeptidase activity,		
Molecular Function	LUBAC comlex binds OTULIN	R-HSA-5661517 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	TAX1BP1:TNFAIP3(A20) binds RIPK1-containing complexes	R-HSA-5693055 		GO_0005515: protein binding,	GO_0004857: enzyme inhibitor activity,GO_0044877: protein-containing complex binding,
Molecular Function	TNFAIP3 (A20) ubiquitinates RIPK1 with K48-linked Ub chains	R-HSA-5693108 	GO_0004842: ubiquitin-protein transferase activity,		
Molecular Function	Viral inhibitor of caspase-8 activation (UL36) binds caspase-8	R-HSA-5692550 		GO_0005515: protein binding,	
Molecular Function	SPPL2a/b cleaves TNF(1-76)	R-HSA-8863101 	GO_0042500: aspartic endopeptidase activity, intramembrane cleaving,		
Molecular Function	Soluble TNF-alpha binds TNFR1	R-HSA-3371353 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
